id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_lua_id	pr_model_id	pr_pool_id
208194_s_at	-666	-666	-666	10254	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209649_at	-666	-666	-666	10254	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215044_s_at	-666	-666	-666	10254	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220803_at	-666	-666	-666	57559	STAMBPL1	STAM binding protein-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220059_at	-666	-666	-666	26228	STAP1	signal transducing adaptor family member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204548_at	-666	-666	-666	6770	STAR	steroidogenic acute regulatory protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213103_at	-666	-666	-666	90627	STARD13	StAR-related lipid transfer (START) domain containing 13	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202991_at	-666	-666	-666	10948	STARD3	StAR-related lipid transfer (START) domain containing 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213820_s_at	-666	-666	-666	80765	STARD5	StAR-related lipid transfer (START) domain containing 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200028_s_at	-666	-666	-666	56910	STARD7	StAR-related lipid transfer (START) domain containing 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206868_at	-666	-666	-666	9754	STARD8	StAR-related lipid transfer (START) domain containing 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209969_s_at	-666	-666	-666	6772	STAT1	signal transducer and activator of transcription 1, 91kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
AFFX-HUMISGF3A/M97935_3_at	-666	-666	-666	6772	STAT1	signal transducer and activator of transcription 1, 91kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
AFFX-HUMISGF3A/M97935_5_at	-666	-666	-666	6772	STAT1	signal transducer and activator of transcription 1, 91kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
AFFX-HUMISGF3A/M97935_MA_at	-666	-666	-666	6772	STAT1	signal transducer and activator of transcription 1, 91kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
AFFX-HUMISGF3A/M97935_MB_at	-666	-666	-666	6772	STAT1	signal transducer and activator of transcription 1, 91kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205170_at	-666	-666	-666	6773	STAT2	signal transducer and activator of transcription 2, 113kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217199_s_at	-666	-666	-666	6773	STAT2	signal transducer and activator of transcription 2, 113kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208991_at	-666	-666	-666	6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206118_at	-666	-666	-666	6775	STAT4	signal transducer and activator of transcription 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203010_at	-666	-666	-666	6776	STAT5A	signal transducer and activator of transcription 5A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212549_at	-666	-666	-666	6777	STAT5B	signal transducer and activator of transcription 5B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212550_at	-666	-666	-666	6777	STAT5B	signal transducer and activator of transcription 5B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201331_s_at	-666	-666	-666	6778	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201332_s_at	-666	-666	-666	6778	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206835_at	-666	-666	-666	6779	STATH	statherin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207320_x_at	-666	-666	-666	6780	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208948_s_at	-666	-666	-666	6780	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211505_s_at	-666	-666	-666	6780	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213037_x_at	-666	-666	-666	6780	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204226_at	-666	-666	-666	27067	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204595_s_at	-666	-666	-666	6781	STC1	stanniocalcin 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204596_s_at	-666	-666	-666	6781	STC1	stanniocalcin 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204597_x_at	-666	-666	-666	6781	STC1	stanniocalcin 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203438_at	-666	-666	-666	8614	STC2	stanniocalcin 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203439_s_at	-666	-666	-666	8614	STC2	stanniocalcin 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205542_at	-666	-666	-666	26872	STEAP1	six transmembrane epithelial antigen of the prostate 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217553_at	-666	-666	-666	256227	STEAP1B	STEAP family member 1B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218424_s_at	-666	-666	-666	55240	STEAP3	STEAP family member 3, metalloreductase	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220187_at	-666	-666	-666	79689	STEAP4	STEAP family member 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205339_at	-666	-666	-666	6491	STIL	SCL/TAL1 interrupting locus	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202764_at	-666	-666	-666	6786	STIM1	stromal interaction molecule 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212009_s_at	-666	-666	-666	10963	STIP1	stress-induced-phosphoprotein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213330_s_at	-666	-666	-666	10963	STIP1	stress-induced-phosphoprotein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
40420_at	-666	-666	-666	6793	STK10	serine/threonine kinase 10	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204292_x_at	-666	-666	-666	6794	STK11	serine/threonine kinase 11	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
41657_at	-666	-666	-666	6794	STK11	serine/threonine kinase 11	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209622_at	-666	-666	-666	8576	STK16	serine/threonine kinase 16	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202693_s_at	-666	-666	-666	9263	STK17A	serine/threonine kinase 17a	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202694_at	-666	-666	-666	9263	STK17A	serine/threonine kinase 17a	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202695_s_at	-666	-666	-666	9263	STK17A	serine/threonine kinase 17a	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205214_at	-666	-666	-666	9262	STK17B	serine/threonine kinase 17b	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217503_at	-666	-666	-666	9262	STK17B	serine/threonine kinase 17b	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204090_at	-666	-666	-666	8859	STK19	serine/threonine kinase 19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
36019_at	-666	-666	-666	8859	STK19	serine/threonine kinase 19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208854_s_at	-666	-666	-666	8428	STK24	serine/threonine kinase 24	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208855_s_at	-666	-666	-666	8428	STK24	serine/threonine kinase 24	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215188_at	-666	-666	-666	8428	STK24	serine/threonine kinase 24	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204068_at	-666	-666	-666	6788	STK3	serine/threonine kinase 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211078_s_at	-666	-666	-666	6788	STK3	serine/threonine kinase 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219686_at	-666	-666	-666	55351	STK32B	serine/threonine kinase 32B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202951_at	-666	-666	-666	11329	STK38	serine/threonine kinase 38	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216451_at	-666	-666	-666	11329	STK38	serine/threonine kinase 38	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216727_at	-666	-666	-666	11329	STK38	serine/threonine kinase 38	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212565_at	-666	-666	-666	23012	STK38L	serine/threonine kinase 38 like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212572_at	-666	-666	-666	23012	STK38L	serine/threonine kinase 38 like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202786_at	-666	-666	-666	27347	STK39	serine threonine kinase 39	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205411_at	-666	-666	-666	6789	STK4	serine/threonine kinase 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211085_s_at	-666	-666	-666	6789	STK4	serine/threonine kinase 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217714_x_at	-666	-666	-666	3925	STMN1	stathmin 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203000_at	-666	-666	-666	11075	STMN2	stathmin-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203001_s_at	-666	-666	-666	11075	STMN2	stathmin-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218207_s_at	-666	-666	-666	50861	STMN3	stathmin-like 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221236_s_at	-666	-666	-666	81551	STMN4	stathmin-like 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201060_x_at	-666	-666	-666	2040	STOM	stomatin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201061_s_at	-666	-666	-666	2040	STOM	stomatin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201062_at	-666	-666	-666	2040	STOM	stomatin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204701_s_at	-666	-666	-666	9399	STOML1	stomatin (EPB72)-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
33736_at	-666	-666	-666	9399	STOML1	stomatin (EPB72)-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215416_s_at	-666	-666	-666	30968	STOML2	stomatin (EPB72)-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213413_at	-666	-666	-666	11037	STON1	stonin 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209478_at	-666	-666	-666	201254	STRA13	stimulated by retinoic acid 13 homolog (mouse)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221701_s_at	-666	-666	-666	64220	STRA6	stimulated by retinoic acid gene 6 homolog (mouse)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221554_at	-666	-666	-666	92335	STRADA	STE20-related kinase adaptor alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
52169_at	-666	-666	-666	92335	STRADA	STE20-related kinase adaptor alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200870_at	-666	-666	-666	11171	STRAP	serine/threonine kinase receptor associated protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205520_at	-666	-666	-666	6801	STRN	striatin, calmodulin binding protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204496_at	-666	-666	-666	29966	STRN3	striatin, calmodulin binding protein 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215505_s_at	-666	-666	-666	29966	STRN3	striatin, calmodulin binding protein 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217903_at	-666	-666	-666	29888	STRN4	striatin, calmodulin binding protein 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203767_s_at	-666	-666	-666	412	STS	steroid sulfatase (microsomal), isozyme S	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203768_s_at	-666	-666	-666	412	STS	steroid sulfatase (microsomal), isozyme S	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203769_s_at	-666	-666	-666	412	STS	steroid sulfatase (microsomal), isozyme S	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203770_s_at	-666	-666	-666	412	STS	steroid sulfatase (microsomal), isozyme S	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202223_at	-666	-666	-666	3703	STT3A	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212625_at	-666	-666	-666	8677	STX10	syntaxin 10	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210190_at	-666	-666	-666	8676	STX11	syntaxin 11	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212111_at	-666	-666	-666	23673	STX12	syntaxin 12	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212112_s_at	-666	-666	-666	23673	STX12	syntaxin 12	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221499_s_at	-666	-666	-666	8675	STX16	syntaxin 16	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221500_s_at	-666	-666	-666	8675	STX16	syntaxin 16	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221638_s_at	-666	-666	-666	8675	STX16	syntaxin 16	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218666_s_at	-666	-666	-666	55014	STX17	syntaxin 17	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218763_at	-666	-666	-666	53407	STX18	syntaxin 18	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207346_at	-666	-666	-666	2054	STX2	syntaxin 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213434_at	-666	-666	-666	2054	STX2	syntaxin 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209238_at	-666	-666	-666	6809	STX3	syntaxin 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216985_s_at	-666	-666	-666	6809	STX3	syntaxin 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212799_at	-666	-666	-666	10228	STX6	syntaxin 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212800_at	-666	-666	-666	10228	STX6	syntaxin 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214441_at	-666	-666	-666	10228	STX6	syntaxin 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203457_at	-666	-666	-666	8417	STX7	syntaxin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212631_at	-666	-666	-666	8417	STX7	syntaxin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212632_at	-666	-666	-666	8417	STX7	syntaxin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204690_at	-666	-666	-666	9482	STX8	syntaxin 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203310_at	-666	-666	-666	6814	STXBP3	syntaxin binding protein 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215518_at	-666	-666	-666	9515	STXBP5L	syntaxin binding protein 5-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220994_s_at	-666	-666	-666	29091	STXBP6	syntaxin binding protein 6 (amisyn)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220995_at	-666	-666	-666	29091	STXBP6	syntaxin binding protein 6 (amisyn)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220030_at	-666	-666	-666	55359	STYK1	serine/threonine/tyrosine kinase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221696_s_at	-666	-666	-666	55359	STYK1	serine/threonine/tyrosine kinase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218321_x_at	-666	-666	-666	51657	STYXL1	serine/threonine/tyrosine interacting-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212857_x_at	-666	-666	-666	10923	SUB1	SUB1 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214512_s_at	-666	-666	-666	10923	SUB1	SUB1 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221727_at	-666	-666	-666	10923	SUB1	SUB1 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202930_s_at	-666	-666	-666	8803	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217874_at	-666	-666	-666	8802	SUCLG1	succinate-CoA ligase, alpha subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212459_x_at	-666	-666	-666	8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214835_s_at	-666	-666	-666	8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215772_x_at	-666	-666	-666	8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215774_s_at	-666	-666	-666	8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209547_s_at	-666	-666	-666	57794	SUGP1	SURP and G patch domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215004_s_at	-666	-666	-666	57794	SUGP1	SURP and G patch domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212000_at	-666	-666	-666	10147	SUGP2	SURP and G patch domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212001_at	-666	-666	-666	10147	SUGP2	SURP and G patch domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213505_s_at	-666	-666	-666	10147	SUGP2	SURP and G patch domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214092_x_at	-666	-666	-666	10147	SUGP2	SURP and G patch domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
64371_at	-666	-666	-666	10147	SUGP2	SURP and G patch domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212344_at	-666	-666	-666	23213	SULF1	sulfatase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212353_at	-666	-666	-666	23213	SULF1	sulfatase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212354_at	-666	-666	-666	23213	SULF1	sulfatase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203615_x_at	-666	-666	-666	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215299_x_at	-666	-666	-666	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207122_x_at	-666	-666	-666	6799	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211385_x_at	-666	-666	-666	6799	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207601_at	-666	-666	-666	27284	SULT1B1	sulfotransferase family, cytosolic, 1B, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205342_s_at	-666	-666	-666	6819	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205343_at	-666	-666	-666	6819	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211470_s_at	-666	-666	-666	6819	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219934_s_at	-666	-666	-666	6783	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206292_s_at	-666	-666	-666	6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206293_at	-666	-666	-666	6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205759_s_at	-666	-666	-666	6820	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219425_at	-666	-666	-666	25830	SULT4A1	sulfotransferase family 4A, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208761_s_at	-666	-666	-666	7341	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208762_at	-666	-666	-666	7341	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211069_s_at	-666	-666	-666	7341	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208739_x_at	-666	-666	-666	6613	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213881_x_at	-666	-666	-666	6613	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200739_s_at	-666	-666	-666	6612	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200740_s_at	-666	-666	-666	6612	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215452_x_at	-666	-666	-666	387082	SUMO4	SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206487_at	-666	-666	-666	23353	SUN1	Sad1 and UNC84 domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212074_at	-666	-666	-666	23353	SUN1	Sad1 and UNC84 domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212144_at	-666	-666	-666	25777	SUN2	Sad1 and UNC84 domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204067_at	-666	-666	-666	6821	SUOX	sulfite oxidase	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217815_at	-666	-666	-666	11198	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206506_s_at	-666	-666	-666	8464	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201483_s_at	-666	-666	-666	6827	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201484_at	-666	-666	-666	6827	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201480_s_at	-666	-666	-666	6829	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208420_x_at	-666	-666	-666	6830	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208830_s_at	-666	-666	-666	6830	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208831_x_at	-666	-666	-666	6830	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201836_s_at	-666	-666	-666	9913	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201837_s_at	-666	-666	-666	9913	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201838_s_at	-666	-666	-666	9913	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204295_at	-666	-666	-666	6834	SURF1	surfeit 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217646_at	-666	-666	-666	6834	SURF1	surfeit 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205224_at	-666	-666	-666	6835	SURF2	surfeit 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219389_at	-666	-666	-666	55061	SUSD4	sushi domain containing 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214954_at	-666	-666	-666	26032	SUSD5	sushi domain containing 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219262_at	-666	-666	-666	79723	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218242_s_at	-666	-666	-666	51111	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217704_x_at	-666	-666	-666	440423	SUZ12P	suppressor of zeste 12 homolog pseudogene	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203069_at	-666	-666	-666	9900	SV2A	synaptic vesicle glycoprotein 2A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205551_at	-666	-666	-666	9899	SV2B	synaptic vesicle glycoprotein 2B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216086_at	-666	-666	-666	22987	SV2C	synaptic vesicle glycoprotein 2C	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213247_at	-666	-666	-666	79987	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219552_at	-666	-666	-666	79987	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202565_s_at	-666	-666	-666	6840	SVIL	supervillin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202566_s_at	-666	-666	-666	6840	SVIL	supervillin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217634_at	-666	-666	-666	6840	SVIL	supervillin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209306_s_at	-666	-666	-666	23075	SWAP70	SWAP switching B-cell complex 70kDa subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209307_at	-666	-666	-666	23075	SWAP70	SWAP switching B-cell complex 70kDa subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210369_at	-666	-666	-666	23075	SWAP70	SWAP switching B-cell complex 70kDa subunit	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218692_at	-666	-666	-666	55638	SYBU	syntabulin (syntaxin-interacting)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215301_at	-666	-666	-666	100130958	SYCE1L	synaptonemal complex central element protein 1-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206740_x_at	-666	-666	-666	6847	SYCP1	synaptonemal complex protein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
